Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Maximum_edit_distance,Maximum_AS_path_length,Number_of_incomplete_packets,Labels
167,7,659,73,6,6,2.9,11,21,CodeRed1
166,10,759,263,6,6,2.9,14,32,CodeRed1
344,6,2448,100,6,6,5.8,12,97,CodeRed1
284,9,1131,245,6,6,4.8,15,12,CodeRed1
296,8,995,150,6,6,5,15,28,CodeRed1
278,8,1579,85,6,6,4.7,11,50,CodeRed1
232,7,961,96,6,6,3.9,11,45,CodeRed1
182,9,459,186,6,6,3.1,13,29,CodeRed1
236,8,537,76,6,6,4,13,33,CodeRed1
323,10,813,250,6,6,5.5,12,54,CodeRed1
176,8,376,106,6,6,3,10,28,CodeRed1
194,8,573,146,6,6,3.3,13,18,CodeRed1
189,6,541,77,6,6,3.2,11,10,CodeRed1
190,7,468,145,6,6,3.2,13,10,CodeRed1
222,7,681,67,6,6,3.8,11,35,CodeRed1
247,7,917,86,6,6,4.2,14,31,CodeRed1
133,7,651,96,6,6,2.3,11,16,CodeRed1
160,8,485,70,6,6,2.8,12,10,CodeRed1
166,9,383,71,6,6,2.9,10,13,CodeRed1
142,8,348,44,7,7,2.5,12,17,CodeRed1
137,8,407,83,6,6,2.4,10,14,CodeRed1
135,7,258,51,6,6,2.3,13,7,CodeRed1
185,7,796,61,6,6,3.2,13,20,CodeRed1
215,8,578,55,6,7,3.7,16,18,CodeRed1
129,8,326,52,6,6,2.2,12,5,CodeRed1
193,6,488,37,6,6,3.3,13,17,CodeRed1
203,10,644,264,6,6,3.5,12,14,CodeRed1
180,7,546,84,6,6,3.1,15,13,CodeRed1
169,9,655,96,6,6,2.9,14,13,CodeRed1
176,8,657,45,6,6,3,13,23,CodeRed1
176,8,550,51,6,6,3,13,19,CodeRed1
203,8,810,317,6,6,3.5,14,19,CodeRed1
260,6,1175,65,6,6,4.4,14,27,CodeRed1
246,9,926,172,7,7,4.2,14,18,CodeRed1
174,8,467,167,6,6,3,11,22,CodeRed1
166,8,523,68,6,6,2.9,14,13,CodeRed1
140,7,290,116,6,6,2.4,13,7,CodeRed1
96,5,384,45,6,6,1.6,11,15,CodeRed1
166,8,613,103,6,6,2.9,12,19,CodeRed1
211,7,745,185,6,6,3.6,12,18,CodeRed1
137,8,403,171,6,6,2.4,12,19,CodeRed1
116,9,329,185,6,6,2,10,25,CodeRed1
136,7,346,81,7,7,2.3,14,11,CodeRed1
175,9,567,141,6,6,3,12,20,CodeRed1
156,7,363,78,7,7,2.7,14,10,CodeRed1
258,8,858,61,6,6,4.4,15,13,CodeRed1
282,7,977,75,6,6,4.8,15,25,CodeRed1
570,8,2122,62,6,6,9.6,11,21,CodeRed1
576,9,2731,61,6,6,9.7,11,12,CodeRed1
613,7,2677,115,6,6,10,11,16,CodeRed1
211,6,632,45,6,6,3.6,13,19,CodeRed1
174,8,439,71,6,6,3,9,25,CodeRed1
184,8,611,54,6,6,3.2,14,12,CodeRed1
167,8,425,58,6,6,2.9,13,6,CodeRed1
127,7,227,18,6,6,2.2,10,3,CodeRed1
159,6,355,43,6,6,2.7,11,4,CodeRed1
132,5,373,123,6,6,2.2,11,5,CodeRed1
141,5,317,34,6,6,2.4,15,17,CodeRed1
131,8,438,75,6,6,2.3,16,11,CodeRed1
144,6,650,146,6,6,2.5,13,18,CodeRed1
133,7,822,61,7,6,2.3,15,33,CodeRed1
181,7,460,78,7,7,3.1,15,16,CodeRed1
207,8,704,181,6,6,3.5,14,30,Normal
167,8,402,104,7,7,2.9,15,18,Normal
182,7,616,159,6,6,3.1,13,12,Normal
168,7,527,79,6,6,2.9,14,20,Normal
161,7,442,60,6,6,2.8,12,15,Normal
235,8,729,91,6,6,4,14,4,Normal
178,7,520,102,6,6,3,15,12,Normal
154,9,477,50,6,6,2.7,11,16,Normal
89,7,191,59,7,7,1.6,13,12,Normal
109,6,239,130,6,6,1.9,15,16,Normal
160,8,356,51,6,6,2.8,14,22,Normal
250,8,668,51,6,6,4.3,19,31,Normal
178,6,490,54,7,7,3,19,24,Normal
161,7,536,86,6,6,2.8,15,31,Normal
115,7,731,70,6,6,2,11,27,Normal
156,9,1161,208,6,6,2.7,13,38,Normal
143,8,710,71,6,6,2.5,12,11,Normal
94,8,533,58,6,6,1.7,15,12,Normal
115,6,333,172,6,6,2,13,6,Normal
98,7,321,25,6,6,1.7,13,5,Normal
96,8,195,99,6,6,1.7,16,17,Normal
129,7,410,159,5,6,2.2,14,7,Normal
268,9,750,132,6,6,4.6,14,27,Normal
111,8,311,84,6,6,1.9,12,11,Normal
166,8,547,65,6,6,2.9,14,12,Normal
222,8,775,70,6,7,3.8,15,10,Normal
141,7,501,116,6,6,2.4,13,17,Normal
125,6,987,56,6,7,2.1,13,14,Normal
183,10,598,101,6,6,3.2,14,19,Normal
137,6,361,60,6,6,2.3,10,21,Normal
100,8,268,23,6,6,1.8,12,16,Normal
141,8,319,57,6,6,2.4,12,11,Normal
120,4,219,141,6,6,2,14,13,Normal
190,9,580,37,6,6,3.3,14,20,Normal
204,7,751,73,6,6,3.5,15,6,Normal
157,9,401,135,6,6,2.7,13,13,Normal
92,6,165,114,6,6,1.6,13,12,Normal
169,7,690,93,6,6,2.9,14,19,Normal
192,8,698,90,6,6,3.3,12,23,Normal
143,9,521,97,7,7,2.5,14,17,Normal
155,8,466,71,6,6,2.7,12,18,Normal
145,6,257,53,7,7,2.5,13,16,Normal
130,9,305,46,6,7,2.3,16,13,Normal
121,8,193,61,6,6,2.1,12,9,Normal
101,6,256,34,6,6,1.7,11,3,Normal
105,6,286,56,6,6,1.8,13,9,Normal
72,8,207,65,6,6,1.3,15,9,Normal
131,6,348,31,6,6,2.2,16,15,Normal
97,8,214,50,7,7,1.7,18,9,Normal
167,10,374,49,7,7,2.9,18,19,Normal
79,8,155,49,7,7,1.4,19,9,Normal
129,5,227,29,7,6,2.2,15,19,Normal
102,6,227,23,7,6,1.8,13,17,Normal
107,6,416,80,6,6,1.8,10,17,Normal
117,7,400,62,6,6,2,10,13,Normal
98,6,478,67,6,6,1.7,10,21,Normal
102,7,244,51,6,6,1.8,15,16,Normal
123,5,402,56,6,6,2.1,10,16,Normal
179,8,691,91,6,6,3.1,13,12,Normal
70,5,264,50,6,6,1.2,10,8,Normal
101,5,258,19,6,6,1.7,10,12,Normal
81,7,228,65,6,6,1.4,11,6,Normal
100,5,210,58,6,6,1.7,13,10,Normal
95,6,201,24,6,6,1.6,15,9,Normal
65,5,130,47,5,5,1.1,12,3,Normal
104,6,485,59,6,6,1.8,13,18,Normal
62,4,99,11,5,5,1.1,8,10,Normal
75,7,125,30,6,6,1.3,13,8,Normal
81,4,224,12,5,5,1.4,10,17,Normal
72,6,196,62,5,5,1.3,10,8,Normal
82,7,184,114,6,6,1.4,10,7,Normal
132,9,512,47,6,6,2.3,10,31,Normal
75,7,190,116,6,6,1.3,10,15,Normal
97,7,233,54,6,6,1.7,10,10,Normal
91,5,211,42,6,6,1.6,8,8,Normal
81,6,151,14,6,6,1.4,11,9,Normal
73,9,165,50,6,6,1.3,13,3,Normal
64,3,165,10,5,5,1.1,9,4,Normal
81,5,172,26,5,5,1.4,10,19,Normal
60,6,124,39,6,6,1.1,13,10,Normal
53,8,92,35,6,6,1,10,11,Normal
80,5,214,94,5,5,1.4,8,12,Normal
121,7,459,42,5,5,2.1,9,10,Normal
71,4,397,16,5,5,1.2,6,12,Normal
49,5,350,33,6,6,0.9,13,4,Normal
70,4,230,35,5,5,1.2,9,4,Normal
71,6,260,41,6,6,1.2,12,7,Normal
48,3,209,46,5,5,0.8,10,3,Normal
68,4,219,15,6,6,1.2,11,6,Normal
67,4,156,7,6,6,1.1,17,8,Normal
77,8,212,69,6,6,1.4,11,3,Normal
55,6,138,30,6,6,1,9,2,Normal
70,6,179,20,6,6,1.2,14,9,Normal
81,7,162,42,6,6,1.4,12,5,Normal
121,9,202,41,6,6,2.1,15,7,Normal
127,7,266,52,7,7,2.2,16,13,Normal
111,8,215,44,6,6,1.9,16,16,Normal
48,5,76,70,6,6,0.8,13,6,Normal
55,4,165,67,5,5,0.9,10,2,Normal
109,9,369,28,6,6,1.9,14,13,Normal
2441,7,7864,69,5,5,40,15,169,Normal
100,7,202,58,6,6,1.7,13,7,Normal
78,6,232,60,6,6,1.4,13,7,Normal
49,7,94,49,6,6,0.9,9,6,Normal
96,5,235,32,6,6,1.6,12,12,Normal
2334,8,6999,24,5,5,39,15,169,Normal
425,8,1032,41,5,5,7.2,16,24,Normal
61,8,118,59,6,6,1.1,14,4,Normal
49,4,110,13,5,5,0.8,10,4,Normal
137,6,265,32,7,7,2.3,12,9,Normal
105,6,184,27,7,7,1.8,12,17,Normal
90,7,221,34,6,6,1.6,15,9,Normal
139,7,411,65,7,7,2.4,18,24,Normal
121,7,339,46,6,6,2.1,14,22,Normal
144,10,358,64,6,6,2.5,9,15,Normal
125,7,370,41,6,6,2.2,14,29,Normal
45,5,60,11,7,7,0.8,14,10,Normal
74,4,126,21,7,6,1.3,12,3,Normal
52,5,92,23,6,6,0.9,12,6,Normal
61,6,127,28,6,6,1.1,19,6,Normal
79,7,153,24,6,6,1.4,20,9,Normal
88,5,187,28,7,7,1.5,21,10,Normal
49,5,63,22,7,7,0.9,20,1,Normal
89,7,174,13,6,6,1.6,14,1,Normal
97,5,190,19,6,6,1.7,11,4,Normal
83,7,244,16,6,6,1.5,14,8,Normal
107,8,228,107,6,5,1.9,15,9,Normal
70,5,262,11,6,6,1.2,15,3,Normal
45,5,60,20,6,6,0.8,12,13,Normal
72,4,128,32,7,7,1.2,13,15,Normal
88,7,295,36,6,6,1.5,13,12,Normal
81,7,209,59,6,6,1.4,10,12,Normal
52,6,87,32,6,6,0.9,14,9,Normal
64,4,127,11,6,6,1.1,11,11,Normal
59,5,107,39,6,6,1,12,16,Normal
55,4,104,11,6,6,0.9,13,4,Normal
70,6,120,31,6,6,1.2,13,11,Normal
43,8,80,33,7,7,0.8,14,6,Normal
88,7,165,48,6,6,1.5,15,13,Normal
99,5,203,25,6,6,1.7,14,7,Normal
99,7,175,60,7,7,1.7,13,3,Normal
119,5,244,20,7,7,2,14,5,Normal
98,5,196,17,6,6,1.7,11,21,Normal
135,6,354,43,7,7,2.3,14,14,Normal
151,7,376,28,7,7,2.6,14,33,Normal
125,7,266,54,6,6,2.2,15,32,Normal
105,7,236,61,6,6,1.8,12,21,Normal
87,7,196,58,6,6,1.5,12,28,Normal
93,4,189,19,6,6,1.6,9,20,Normal
113,7,175,31,6,6,200,11,19,Normal
57,6,101,38,6,6,1,13,7,Normal
50,5,83,34,6,6,0.9,13,9,Normal
34,5,58,10,5,6,0.6,8,5,Normal
49,6,110,19,6,6,0.9,14,8,Normal
96,6,250,28,6,6,1.7,15,13,Normal
91,7,227,96,7,7,1.6,13,13,Normal
70,7,202,28,6,6,1.2,14,11,Normal
71,6,143,49,6,6,1.2,13,9,Normal
70,5,157,31,6,6,1.2,10,12,Normal
108,9,214,33,7,7,1.9,14,22,Normal
110,6,250,26,6,6,1.9,13,30,Normal
70,3,157,34,6,6,1.2,12,13,Normal
80,6,274,177,6,6,1.4,14,21,Normal
94,4,273,12,6,5,1.6,10,19,Normal
71,6,259,101,6,6,1.2,13,12,Normal
73,5,176,39,6,6,1.3,11,9,Normal
53,6,115,32,6,6,0.9,12,11,Normal
67,6,127,84,6,6,1.2,12,7,Normal
216,8,792,87,6,6,3.7,13,13,Normal
52,5,77,23,6,6,0.9,13,9,Normal
59,3,102,15,6,6,1,13,12,Normal
102,6,195,30,6,6,1.8,12,14,Normal
70,5,92,14,6,6,1.2,11,7,Normal
52,6,82,16,6,6,0.9,10,4,Normal
81,3,163,20,6,6,1.4,12,6,Normal
83,7,172,36,6,6,1.5,10,2,Normal
63,5,131,33,6,6,1.1,13,11,Normal
88,4,141,19,6,6,1.5,13,16,Normal
66,7,102,24,6,6,1.2,12,10,Normal
160,6,441,25,5,6,2.7,11,16,Normal
147,7,574,154,5,5,2.5,11,19,Normal
255,8,1010,65,5,5,4.3,13,9,Normal
49,6,221,25,7,7,0.9,12,2,Normal
34,5,71,12,6,6,0.6,13,1,Normal
68,9,129,49,7,7,1.2,13,8,Normal
58,4,136,15,6,6,1,12,3,Normal
211,7,756,152,6,6,3.6,11,9,Normal
60,4,97,6,5,6,1,10,12,Normal
67,6,102,17,6,6,1.2,10,10,Normal
80,8,141,30,6,6,1.4,12,23,Normal
73,5,123,26,7,7,1.3,22,12,Normal
135,9,360,27,7,7,2.4,14,15,Normal
162,9,368,61,6,6,2.8,12,23,Normal
143,6,497,44,6,6,2.4,12,20,Normal
205,9,413,46,5,6,3.5,14,21,Normal
216,7,650,159,6,6,3.7,15,15,Normal
112,9,338,264,7,7,2,13,16,Normal
98,7,412,31,6,6,1.7,10,11,Normal
305,7,1019,38,5,6,5.2,13,20,Normal
88,7,163,130,6,7,1.5,11,11,Normal
92,9,311,47,7,7,1.6,12,8,Normal
79,8,182,44,6,6,1.4,11,11,Normal
79,6,142,26,6,6,1.4,14,12,Normal
83,9,120,28,7,7,1.5,14,10,Normal
121,8,354,151,6,6,2.1,15,19,Normal
213,8,775,102,6,6,3.6,14,44,Normal
120,6,239,26,7,7,2.1,14,18,Normal
87,6,194,24,6,6,1.5,13,25,Normal
73,4,180,37,5,5,1.2,12,14,Normal
68,7,147,20,6,6,1.2,13,11,Normal
74,7,187,25,7,7,1.3,14,8,Normal
68,7,95,110,7,7,1.2,12,1,Normal
95,6,142,25,6,6,1.6,13,2,Normal
61,6,91,16,6,6,1.1,12,6,Normal
59,5,98,25,6,6,1,8,3,Normal
121,7,203,27,6,6,2.1,9,7,Normal
65,5,113,22,6,6,1.1,8,7,Normal
57,5,92,12,6,6,1,9,4,Normal
90,4,179,17,6,6,1.5,16,7,Normal
83,7,145,16,6,6,1.5,9,6,Normal
64,6,125,20,6,6,1.1,13,5,Normal
62,6,102,41,5,5,1.1,11,0,Normal
76,6,377,28,6,6,1.3,9,2,Normal
72,5,260,128,6,6,1.2,13,4,Normal
73,7,179,42,6,6,1.3,11,3,Normal
83,6,234,23,6,6,1.4,13,8,Normal
317,7,1533,198,6,6,5.4,12,32,Normal
128,8,378,24,6,7,2.2,12,10,Normal
74,5,119,49,6,6,1.3,12,2,Normal
72,9,113,30,6,6,1.3,10,5,Normal
52,4,68,15,5,5,0.9,11,6,Normal
70,4,117,11,5,5,1.2,11,3,Normal
43,7,83,19,5,5,0.8,11,5,Normal
41,6,68,21,6,5,0.7,9,4,Normal
203,7,1022,25,5,5,3.5,13,19,Normal
167,5,359,19,5,5,2.8,11,14,Normal
47,5,57,20,6,6,0.8,10,8,Normal
57,7,76,27,6,6,1,15,7,Normal
63,7,86,28,7,7,1.1,15,6,Normal
66,6,117,17,7,7,1.2,16,6,Normal
78,7,184,40,6,6,1.4,14,7,Normal
113,7,421,162,6,6,200,16,21,Normal
139,8,950,69,7,7,2.4,14,31,Normal
159,7,482,63,7,7,2.7,16,25,Normal
91,6,220,82,7,7,1.6,16,8,Normal
98,6,276,125,8,8,1.7,15,6,Normal
87,8,247,175,6,6,1.5,15,10,Normal
93,7,526,46,6,6,1.6,15,18,Normal
70,6,376,89,6,7,1.2,15,8,Normal
73,5,294,17,6,6,1.3,14,7,Normal
155,8,334,79,6,6,2.7,20,4,Normal
123,5,281,35,8,7,2.1,20,9,Normal
123,8,202,95,7,7,2.1,14,14,Normal
100,8,193,44,6,6,1.8,12,10,Normal
62,5,131,28,7,7,1.1,12,2,Normal
88,5,237,21,6,6,1.5,13,5,Normal
63,6,138,55,6,6,1.1,18,7,Normal
90,8,261,33,7,7,1.6,19,11,Normal
105,7,182,31,7,7,1.8,14,16,Normal
59,6,125,28,6,6,1,13,9,Normal
56,6,158,96,7,7,1,13,4,Normal
66,5,199,34,6,6,1.1,11,8,Normal
138,5,307,20,7,7,2.3,13,24,Normal
150,8,339,294,6,6,2.6,11,10,Normal
116,7,203,79,7,7,2,14,16,Normal
112,5,276,33,6,6,1.9,12,12,Normal
73,5,113,26,7,7,1.3,13,14,Normal
66,4,104,11,6,6,1.1,13,11,Normal
65,8,119,34,6,6,1.2,17,4,Normal
48,7,90,32,7,7,0.9,14,8,Normal
69,6,152,17,7,6,1.2,12,8,Normal
50,7,130,28,6,6,0.9,13,9,Normal
67,4,149,20,7,6,1.1,13,11,Normal
51,4,117,10,6,6,0.9,11,3,Normal
56,6,165,35,6,6,1,14,0,Normal
53,6,187,37,6,6,0.9,10,4,Normal
73,4,273,15,6,6,1.2,9,11,Normal
67,4,127,9,6,6,1.1,14,7,Normal
89,4,189,26,7,7,1.5,14,13,Normal
66,7,122,82,7,7,1.2,15,7,Normal
70,7,102,48,7,7,1.2,14,1,Normal
52,7,120,24,6,6,0.9,11,10,Normal
62,5,91,16,5,5,1.1,9,7,Normal
81,4,230,91,6,6,1.4,13,15,Normal
94,6,311,15,7,7,1.6,17,14,Normal
154,6,398,114,7,7,2.6,17,17,Normal
126,5,525,36,6,6,2.1,14,17,Normal
97,7,282,35,7,7,1.7,14,13,Normal
93,6,162,90,7,7,1.6,14,6,Normal
94,4,190,36,6,6,1.6,14,9,Normal
53,6,92,68,7,7,0.9,13,3,Normal
57,7,155,17,6,6,1,15,6,Normal
64,8,103,42,6,6,1.2,11,5,Normal
78,4,154,26,6,6,1.3,12,7,Normal
85,5,135,16,7,7,1.5,17,3,Normal
100,7,211,33,7,7,1.7,17,4,Normal
70,8,148,25,6,6,1.3,11,14,Normal
67,2,101,3,6,6,1.1,13,12,Normal
72,5,156,44,6,6,1.2,17,5,Normal
68,4,138,31,7,6,1.2,14,6,Normal
102,10,270,26,7,7,1.8,16,6,Normal
120,4,404,9,5,5,2,14,5,Normal
105,7,332,63,6,6,1.8,14,15,Normal
94,6,316,35,6,6,1.6,13,5,Normal
48,5,102,17,6,7,0.8,14,5,Normal
38,7,47,21,7,7,0.7,16,2,Normal
47,7,62,19,6,6,0.9,15,8,Normal
61,8,152,78,6,6,1.1,15,7,Normal
67,6,128,21,7,7,1.2,12,10,Normal
66,6,161,25,7,7,1.2,13,8,Normal
64,4,192,16,6,6,1.1,11,8,Normal
73,6,129,16,6,6,1.3,11,10,Normal
55,4,99,16,6,6,0.9,10,11,Normal
62,10,105,58,6,6,1.2,16,7,Normal
56,5,131,20,6,7,1,16,5,Normal
69,7,113,56,7,7,1.2,17,7,Normal
79,6,149,33,6,6,1.4,10,15,Normal
81,7,164,51,7,6,1.4,12,13,Normal
80,5,141,24,6,6,1.4,13,11,Normal
69,7,196,23,6,6,1.2,14,7,Normal
40,8,77,45,7,7,0.8,15,6,Normal
57,8,142,47,7,7,1,17,6,Normal
74,6,188,61,7,7,1.3,13,3,Normal
90,7,219,49,6,6,1.6,11,7,Normal
83,7,209,33,6,6,1.5,15,3,Normal
59,6,106,17,6,6,1,12,3,Normal
64,8,88,45,7,7,1.2,11,13,Normal
62,6,109,24,7,7,1.1,11,10,Normal
58,8,112,40,7,7,1.1,11,3,Normal
79,9,142,25,7,7,1.4,12,3,Normal
69,5,126,71,7,7,1.2,13,5,Normal
56,4,114,20,6,6,100,12,5,Normal
41,4,58,11,6,6,0.7,10,6,Normal
40,4,125,18,6,6,0.7,10,7,Normal
41,6,79,13,5,5,0.7,9,3,Normal
98,9,208,58,7,7,1.7,11,3,Normal
68,7,109,45,7,7,1.2,13,7,Normal
69,6,148,20,7,7,1.2,12,11,Normal
84,8,129,25,7,7,1.5,13,14,Normal
88,5,137,35,7,7,1.5,16,5,Normal
68,6,132,42,7,7,1.2,13,4,Normal
102,5,225,22,6,6,1.7,12,8,Normal
85,7,150,13,6,6,1.5,10,11,Normal
42,3,135,11,6,6,0.7,11,4,Normal
41,4,62,12,6,6,0.7,9,0,Normal
78,5,147,44,6,6,1.3,10,10,Normal
78,8,125,45,6,6,1.4,9,15,Normal
101,7,305,25,6,6,1.8,13,11,Normal
89,9,188,62,5,6,1.6,14,9,Normal
62,8,128,39,6,6,1.1,10,10,Normal
59,5,101,49,6,6,1,10,7,Normal
59,8,85,37,6,6,1.1,9,10,Normal
88,6,169,30,6,6,1.5,10,20,Normal
76,7,141,29,6,6,1.3,11,16,Normal
89,7,141,24,7,7,1.6,10,20,Normal
74,6,129,42,6,6,1.3,10,13,Normal
78,7,183,22,6,6,1.4,13,18,Normal
69,9,99,18,6,6,1.3,13,14,Normal
59,6,88,22,6,6,1,10,7,Normal
49,6,92,9,6,6,0.9,11,3,Normal
60,7,88,18,6,6,1.1,11,6,Normal
58,6,118,45,6,6,1,11,11,Normal
63,5,138,15,6,6,1.1,11,2,Normal
64,6,180,14,6,6,1.1,14,7,Normal
86,7,195,24,6,6,1.5,13,15,Normal
103,6,188,38,7,7,1.8,13,7,Normal
89,7,145,68,6,6,1.6,12,14,Normal
62,6,130,36,7,7,1.1,15,8,Normal
55,5,121,36,6,6,100,9,13,Normal
63,6,134,59,6,6,1.1,10,15,Normal
86,9,137,64,6,6,1.5,8,8,Normal
73,7,140,31,6,6,1.3,12,5,Normal
72,6,161,32,6,6,1.3,12,9,Normal
59,6,118,20,6,6,1,10,7,Normal
71,5,103,9,6,6,1.2,14,11,Normal
74,5,120,35,6,6,1.3,11,10,Normal
49,6,74,37,6,6,0.9,8,8,Normal
47,5,125,18,6,6,0.8,9,7,Normal
87,4,562,12,6,6,1.5,14,22,Normal
294,7,769,25,6,5,5,14,28,Normal
250,8,529,81,8,8,4.3,17,21,Normal
237,6,482,95,7,7,4,15,23,Normal
63,5,131,10,7,7,1.1,12,5,Normal
61,6,90,31,6,6,1.1,9,3,Normal
68,6,102,21,6,6,1.2,15,9,Normal
116,12,293,651,7,7,2.1,15,6,Normal
467,7,1775,25,6,6,7.9,16,52,Normal
76,4,627,25,5,6,1.3,13,14,Normal
54,8,94,28,7,7,1,15,10,Normal
63,5,125,25,6,6,1.1,10,5,Normal
64,6,89,37,6,6,1.1,10,8,Normal
41,5,43,20,6,6,0.7,14,6,Normal
74,5,238,15,5,5,1.3,10,6,Normal
55,5,112,21,6,6,100,13,6,Normal
40,3,71,9,5,6,0.7,11,6,Normal
50,5,113,25,5,5,0.9,9,3,Normal
67,4,233,25,6,6,1.1,12,13,Normal
54,6,121,18,6,6,100,12,12,Normal
76,5,147,14,6,6,1.3,11,10,Normal
52,7,100,23,6,6,0.9,8,6,Normal
52,9,113,28,6,6,1,9,2,Normal
34,4,76,27,6,6,0.6,8,5,Normal
40,6,67,15,7,7,0.7,11,7,Normal
61,6,162,27,5,5,1.1,11,5,Normal
99,8,190,41,5,5,1.7,9,10,Normal
69,6,139,15,6,6,1.2,10,5,Normal
69,6,121,35,6,6,1.2,12,9,Normal
87,7,126,17,6,6,1.5,12,9,Normal
69,6,124,25,6,6,1.2,11,9,Normal
64,6,135,17,6,6,1.1,9,2,Normal
72,5,235,25,6,6,1.2,10,5,Normal
100,5,314,61,6,6,1.7,10,14,Normal
82,6,237,12,6,6,1.4,14,14,Normal
53,4,109,20,6,6,0.9,9,6,Normal
51,5,121,13,6,6,0.9,11,10,Normal
56,8,93,21,7,7,1,14,14,Normal
73,8,129,41,6,6,1.3,16,10,Normal
65,6,121,23,6,6,1.1,15,11,Normal
35,5,69,14,6,6,0.6,10,2,Normal
41,5,83,13,5,5,0.7,9,3,Normal
69,7,186,53,6,6,1.2,10,9,Normal
97,8,233,73,6,6,1.7,14,9,Normal
89,8,221,24,7,7,1.6,14,7,Normal
53,7,98,27,7,7,100,15,5,Normal
57,7,131,66,7,7,1,13,4,Normal
107,7,188,45,6,6,1.9,15,11,Normal
72,7,196,25,6,6,1.3,12,8,Normal
64,7,144,76,6,6,1.1,15,10,Normal
68,7,107,34,6,6,1.2,17,7,Normal
50,8,108,30,6,6,0.9,10,8,Normal
101,6,217,53,7,7,1.7,17,27,Normal
94,5,211,35,7,7,1.6,10,18,Normal
117,5,315,10,6,6,2,11,11,Normal
66,6,216,12,7,7,1.2,19,11,Normal
44,5,65,25,7,8,0.8,20,8,Normal
57,7,106,16,6,6,1,13,11,Normal
60,5,148,43,6,6,1,12,11,Normal
57,6,181,25,6,6,1,16,8,Normal
55,6,120,83,6,6,1,14,13,Normal
78,5,164,11,6,6,1.3,13,9,Normal
54,6,72,19,6,6,100,9,7,Normal
73,6,163,24,6,6,1.3,12,15,Normal
67,4,164,23,6,6,1.1,12,8,Normal
52,6,120,25,6,6,0.9,12,9,Normal
38,3,134,10,5,5,0.6,9,7,Normal
59,5,96,9,6,6,1,11,17,Normal
52,4,101,12,5,5,0.9,13,14,Normal
48,4,88,9,6,6,0.8,13,14,Normal
56,5,101,15,6,6,1,10,22,Normal
58,5,75,18,6,6,1,13,15,Normal
58,6,103,11,6,6,1,11,13,Normal
52,7,92,11,6,6,0.9,10,8,Normal
60,2,87,2,6,6,1,15,11,Normal
47,6,90,23,6,6,0.8,10,8,Normal
63,7,110,16,6,6,1.1,11,10,Normal
64,3,122,24,6,6,1.1,10,14,Normal
34,4,72,20,6,6,0.6,10,7,Normal
78,6,136,41,6,6,1.4,10,12,Normal
104,4,235,80,6,6,1.8,15,25,Normal
71,5,231,12,6,6,1.2,10,19,Normal
49,6,146,21,6,6,0.9,14,13,Normal
52,5,86,60,6,6,0.9,15,17,Normal
89,6,219,28,6,6,1.5,16,16,Normal
100,7,236,18,6,6,1.7,13,18,Normal
77,8,230,74,6,6,1.4,10,11,Normal
87,8,247,24,6,6,1.5,11,10,Normal
96,5,367,29,6,6,1.6,15,25,Normal
124,6,467,139,7,7,2.1,13,23,Normal
109,8,351,32,7,7,1.9,11,13,Normal
93,6,191,65,7,7,1.6,13,15,Normal
61,6,180,29,7,7,1.1,12,11,Normal
40,4,112,14,6,6,0.7,10,7,Normal
40,5,75,11,6,6,0.7,9,13,Normal
40,7,65,29,6,6,0.7,12,8,Normal
77,8,138,20,6,6,1.4,10,11,Normal
61,5,103,17,6,6,1.1,10,15,Normal
67,4,115,21,6,6,1.1,11,7,Normal
68,7,150,23,6,6,1.2,11,11,Normal
65,6,102,13,7,7,1.1,10,7,Normal
65,6,118,36,6,6,1.1,10,12,Normal
81,8,156,29,6,6,1.4,12,11,Normal
75,7,181,32,6,6,1.3,11,18,Normal
57,5,121,9,6,6,1,10,13,Normal
34,4,43,16,6,6,0.6,10,9,Normal
28,6,44,32,6,6,0.5,10,13,Normal
47,5,69,8,6,6,0.8,10,17,Normal
46,7,69,31,6,7,0.8,11,12,Normal
37,3,50,11,6,6,0.6,13,8,Normal
320,7,1907,17,6,6,5.4,15,43,Normal
58,6,92,20,6,6,1,11,16,Normal
63,5,130,16,6,6,1.1,11,12,Normal
87,4,117,11,7,7,1.5,13,8,Normal
164,5,524,81,8,8,2.8,12,10,Normal
185,6,1094,9,8,8,3.1,15,23,Normal
127,6,533,10,8,8,2.2,14,20,Normal
92,9,202,70,6,6,1.6,13,18,Normal
64,5,137,10,7,7,1.1,14,14,Normal
53,5,96,15,7,7,0.9,10,11,Normal
108,7,154,32,7,7,1.9,13,15,Normal
55,7,164,22,7,7,1,11,11,Normal
62,7,95,19,6,6,1.1,11,9,Normal
74,6,185,22,7,7,1.3,12,7,Normal
322,15,1157,1124,8,8,5.6,16,28,Normal
321,8,1396,56,8,8,5.4,15,41,Normal
201,8,724,69,8,8,3.4,14,20,Normal
70,7,98,15,7,7,1.2,12,5,Normal
75,6,101,14,6,6,1.3,15,9,Normal
84,5,156,21,7,7,1.4,15,12,Normal
189,16,700,1443,9,9,3.4,18,21,Normal
313,8,1211,324,8,8,5.3,15,42,Normal
254,7,869,52,8,8,4.3,14,38,Normal
130,6,446,49,7,7,2.2,13,10,Normal
89,6,191,19,6,6,1.5,13,13,Normal
